sample_id,Contig_ID,Contig_length,MEGARes group,MGE gene,Distance,Occurences,ARG_position,MGE_position,Low_Coverage_Flag,LowCov_ARG_Pct,LowCov_MGE_Pct
ERR4290684,NODE_241_length_63559_cov_47.396503,63559,ZINT,gene:plasmid:155982,7390,1,335:986,8376:9004,None,0,0
ERR4290684,NODE_286_length_56146_cov_2.183473,56146,HNS,gene:plasmid:22236,24757,1,2740:3145,27902:29869,None,0,0
ERR4290684,NODE_286_length_56146_cov_2.183473,56146,HNS,gene:plasmid:149415,39727,1,2740:3145,42872:44240,Low MGE,0,3.65
ERR4290684,NODE_371_length_41197_cov_70.126053,41197,ZNTR,gene:plasmid:151260,26071,1,31164:31590,4583:5093,None,0,0
ERR4290684,NODE_430_length_35221_cov_2.158574,35221,PHOB,gene:proph:169464,3624,1,22630:23344,17862:19006,None,,0
ERR4290684,NODE_430_length_35221_cov_2.158574,35221,PHOB,gene:proph:172517,2643,1,22630:23344,19007:19987,None,,0
ERR4290684,NODE_430_length_35221_cov_2.158574,35221,PHOB,gene:proph:169512,1546,1,22630:23344,19988:21084,Low MGE,,5.83
ERR4290684,NODE_481_length_30079_cov_74.873197,30079,RPOB,gene:plasmid:123887,76,1,4141:8170,8246:12337,None,,0
ERR4290684,NODE_487_length_29503_cov_3.133953,29503,SILC,gene:plasmid:155964,5025,1,3994:5380,10405:10852,None,0,0
ERR4290684,NODE_487_length_29503_cov_3.133953,29503,SILC,gene:plasmid:156110,8086,1,3994:5380,13466:13664,None,0,0
ERR4290684,NODE_487_length_29503_cov_3.133953,29503,SILC,gene:plasmid:88312,8950,1,3994:5380,14330:14780,None,0,0
ERR4290684,NODE_487_length_29503_cov_3.133953,29503,SILC,gene:plasmid:156176,18198,1,3994:5380,23578:23698,None,0,0
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:92146,19358,1,23736:24740,3616:4378,None,0,0
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:16031,17919,1,23736:24740,5545:5817,None,0,0
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:16032,16744,1,23736:24740,5829:6992,None,0,0
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:16033,1717,1,23736:24740,21140:22019,Low MGE,0,0.91
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:92147,945,1,23736:24740,25685:26588,None,0,0
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:16027,1849,1,23736:24740,26589:27865,Low MGE,0,0.16
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:16026,3126,1,23736:24740,27866:28478,None,0,0
ERR4290684,NODE_493_length_29041_cov_1.882168,29041,SHV,gene:plasmid:16025,3739,1,23736:24740,28479:29041,Low MGE,0,6.22
ERR4290684,NODE_663_length_18268_cov_4.229976,18268,NCRAN,gene:plasmid:24612,6292,1,7887:9186,206:1595,Low MGE,0,0.79
ERR4290684,NODE_663_length_18268_cov_4.229976,18268,NCRAN,gene:plasmid:88453,4281,1,7887:9186,13467:13783,None,0,0
ERR4290684,NODE_663_length_18268_cov_4.229976,18268,NCRAN,gene:plasmid:88454,4598,1,7887:9186,13784:14505,None,0,0
ERR4290684,NODE_663_length_18268_cov_4.229976,18268,NCRAN,gene:plasmid:117704,8382,1,7887:9186,17568:17808,None,0,0
ERR4290684,NODE_663_length_18268_cov_4.229976,18268,NCRAN,gene:plasmid:117783,8623,1,7887:9186,17809:18095,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88299,4101,1,6018:6348,1512:1917,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88476,2896,1,6018:6348,2795:3122,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88475,2186,1,6018:6348,3123:3832,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88474,1632,1,6018:6348,3833:4386,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88473,1194,1,6018:6348,4461:4824,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88468,49,1,6018:6348,6397:6760,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88466,5605,1,6018:6348,11953:12223,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88465,5876,1,6018:6348,12224:12786,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88464,6468,1,6018:6348,12816:13311,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88463,7042,1,6018:6348,13390:13723,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88462,7660,1,6018:6348,14008:14266,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88461,7993,1,6018:6348,14341:14596,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:156035,8363,1,6018:6348,14711:15038,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88459,8691,1,6018:6348,15039:15508,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88298,9161,1,6018:6348,15509:15627,None,0,0
ERR4290684,NODE_683_length_17593_cov_3.440799,17593,ARSRM,gene:plasmid:88300,9899,1,6018:6348,16247:17063,None,0,0
ERR4290684,NODE_960_length_10218_cov_87.374591,10218,MPHA,gene:plasmid:158836,3176,1,195:1117,4293:5499,None,0,0
ERR4290684,NODE_960_length_10218_cov_87.374591,10218,MPHA,gene:plasmid:158837,4392,1,195:1117,5509:5815,None,0,0
ERR4290684,NODE_1011_length_9402_cov_63.709973,9402,FECD,gene:plasmid:156052,1940,1,6506:7463,2154:4566,None,0,0
ERR4290684,NODE_1166_length_7748_cov_103.468442,7748,TEM,gene:plasmid:84599,161,1,152:1360,1521:2379,None,0,0
ERR4290684,NODE_1166_length_7748_cov_103.468442,7748,TEM,gene:plasmid:148146,1382,1,152:1360,2742:3129,None,0,0
ERR4290684,NODE_1166_length_7748_cov_103.468442,7748,TEM,gene:plasmid:123182,1770,1,152:1360,3130:3282,None,0,0
ERR4290684,NODE_1166_length_7748_cov_103.468442,7748,TEM,gene:plasmid:15978,1948,1,152:1360,3308:3972,None,0,0
ERR4290684,NODE_1166_length_7748_cov_103.468442,7748,TEM,gene:plasmid:15979,2692,1,152:1360,4052:4322,None,0,0
ERR4290684,NODE_1166_length_7748_cov_103.468442,7748,TEM,gene:plasmid:148149,2963,1,152:1360,4323:4656,None,0,0
ERR4290684,NODE_1166_length_7748_cov_103.468442,7748,TEM,gene:plasmid:158872,3580,1,152:1360,4940:6251,None,0,0
ERR4290684,NODE_1277_length_6807_cov_87.310329,6807,SULII,gene:plasmid:129174,54,1,608:1498,125:554,None,0,0
ERR4290868,NODE_3_length_444147_cov_9.315822,444147,MNTH,gene:plasmid:134726,4098,2,7069:8308,2895:2971,None,0,0
ERR4290868,NODE_1_length_573135_cov_8.892714,573135,MARR,gene:plasmid:156169,50136,1,53262:53697,1947:3126,None,0,0
ERR4290868,NODE_1_length_573135_cov_8.892714,573135,MARR,gene:plasmid:155982,49507,1,53262:53697,3127:3755,None,0,0
ERR4290868,NODE_1_length_573135_cov_8.892714,573135,MARR,gene:proph:183581,197976,1,53262:53697,251673:252015,None,0,0
ERR4290868,NODE_1_length_573135_cov_8.892714,573135,MARR,gene:proph:163928,451663,1,53262:53697,505360:506644,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:181170,11646,1,13996:14770,1207:2350,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176055,8939,1,13996:14770,4679:5057,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176054,8514,1,13996:14770,5058:5482,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176049,5109,1,13996:14770,8194:8887,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176048,3967,1,13996:14770,8967:10029,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176047,3612,1,13996:14770,10030:10384,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176046,2930,1,13996:14770,10679:11066,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172518,2447,1,13996:14770,17217:17841,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172519,3080,1,13996:14770,17850:18312,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172520,3595,1,13996:14770,18365:19472,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172521,4737,1,13996:14770,19507:20149,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172522,5382,1,13996:14770,20152:21523,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172523,6922,1,13996:14770,21692:22364,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172524,7595,1,13996:14770,22365:23824,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:175234,12062,1,13996:14770,26832:27963,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:163818,222684,1,13996:14770,237454:239737,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:172517,384721,1,13996:14770,399491:400742,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176050,393653,1,13996:14770,408423:408651,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176051,393905,1,13996:14770,408675:409221,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176052,394452,1,13996:14770,409222:410237,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176053,395468,1,13996:14770,410238:410947,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176056,397325,1,13996:14770,412095:412551,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176073,400798,1,13996:14770,415568:415718,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176074,401058,1,13996:14770,415828:416044,None,0,0
ERR4290868,NODE_5_length_416507_cov_8.874891,416507,MODA,gene:proph:176075,401275,1,13996:14770,416045:416432,None,0,0
ERR4290868,NODE_8_length_381522_cov_11.885742,381522,ACRS,gene:proph:163818,144852,1,10109:10772,155624:157731,None,0,0
ERR4290868,NODE_23_length_278562_cov_13.110932,278562,PSTS,gene:vir:108728,76215,1,30002:31043,107258:109162,None,0,0
ERR4290868,NODE_23_length_278562_cov_13.110932,278562,PSTS,gene:vir:108727,140730,1,30002:31043,171773:176216,None,0,0
ERR4290868,NODE_27_length_262526_cov_10.704788,262526,NHAA,gene:vir:79542,51402,1,54891:56058,3294:3489,None,0,0
ERR4290868,NODE_27_length_262526_cov_10.704788,262526,NHAA,gene:vir:79577,203260,1,54891:56058,259318:259567,None,0,0
ERR4290868,NODE_41_length_217327_cov_11.957409,217327,SUGE,gene:plasmid:109300,48997,1,83353:83900,132897:133430,None,0,0
ERR4290868,NODE_55_length_196443_cov_12.645550,196443,GADX,gene:plasmid:24694,172261,1,440:1265,173526:173952,None,0,0
ERR4290868,NODE_55_length_196443_cov_12.645550,196443,GADX,gene:plasmid:21818,192796,1,440:1265,194061:195809,None,0,0
ERR4290868,NODE_59_length_191469_cov_11.003349,191469,DSBC,gene:plasmid:93482,71875,1,74671:75382,1414:2796,None,0,0
ERR4290868,NODE_78_length_174855_cov_9.310091,174855,CUSC,gene:proph:183637,160838,1,11499:12882,173720:174377,None,0,0
ERR4290868,NODE_80_length_171221_cov_8.276416,171221,YCHH,gene:proph:183012,5601,1,6501:6780,650:900,None,0,0
ERR4290868,NODE_80_length_171221_cov_8.276416,171221,YCHH,gene:proph:183019,3481,1,6501:6780,2208:3020,None,0,0
ERR4290868,NODE_80_length_171221_cov_8.276416,171221,YCHH,gene:plasmid:25437,121646,1,6501:6780,128426:129335,None,0,0
ERR4290868,NODE_80_length_171221_cov_8.276416,171221,YCHH,gene:plasmid:24510,162381,1,6501:6780,169161:170313,None,0,0
ERR4290868,NODE_90_length_163599_cov_12.762680,163599,DSBA,gene:plasmid:16162,18247,1,2655:3282,21529:23209,None,0,0
ERR4290868,NODE_90_length_163599_cov_12.762680,163599,DSBA,pENTAS02_1__CP003028,62244,1,2655:3282,65526:66493,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:79552,49951,1,144:528,50479:50660,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:79582,50133,1,144:528,50661:50886,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:183635,50954,1,144:528,51482:51731,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:179485,53798,1,144:528,54326:54918,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:179481,56477,1,144:528,57005:57565,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181111,57038,1,144:528,57566:57900,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:163931,57456,1,144:528,57984:58784,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181110,58257,1,144:528,58785:58902,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:79569,58423,1,144:528,58951:59650,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181158,59123,1,144:528,59651:59973,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:179475,59446,1,144:528,59974:60359,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:79572,59850,1,144:528,60378:61188,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181161,60661,1,144:528,61189:62181,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4552,61670,1,144:528,62198:62951,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181080,63501,1,144:528,64029:64496,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:173451,63969,1,144:528,64497:64707,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4559,65227,1,144:528,65755:66106,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181096,65703,1,144:528,66231:66726,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4508,66199,1,144:528,66727:68456,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4509,68027,1,144:528,68555:69830,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4510,69303,1,144:528,69831:70425,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4511,69907,1,144:528,70435:71665,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4512,71215,1,144:528,71743:72067,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4514,71920,1,144:528,72448:72955,Low MGE,0,1.77
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4515,72428,1,144:528,72956:73512,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181076,72992,1,144:528,73520:73691,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181075,73164,1,144:528,73692:75171,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4518,74644,1,144:528,75172:75527,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:183546,75000,1,144:528,75528:75796,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4520,75409,1,144:528,75937:77769,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4521,77916,1,144:528,78444:79783,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:183549,79256,1,144:528,79784:80859,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:4523,80332,1,144:528,80860:81407,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181068,80880,1,144:528,81408:81832,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181148,81305,1,144:528,81833:82315,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181089,81852,1,144:528,82380:83205,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:183553,82678,1,144:528,83206:83452,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:176738,82925,1,144:528,83453:83869,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:proph:181119,83342,1,144:528,83870:84210,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:95335,84293,1,144:528,84821:85268,None,0,0
ERR4290868,NODE_118_length_136467_cov_12.785072,136467,YJAA,gene:vir:769,84741,1,144:528,85269:85557,None,0,0
ERR4290868,NODE_159_length_110776_cov_151.321656,110776,TETX,ICEberg|58|ICEBfrYCH46-1|GenBank|AP006841|114653..163822,24290,1,12320:13487,37777:89501,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123244,28658,1,54632:55583,25597:25974,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123245,28355,1,54632:55583,25975:26277,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123246,27943,1,54632:55583,26282:26689,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123247,27489,1,54632:55583,26744:27143,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123248,26883,1,54632:55583,27171:27749,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123249,25835,1,54632:55583,27750:28797,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123250,24414,1,54632:55583,28798:30218,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123251,23465,1,54632:55583,30219:31167,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123252,23059,1,54632:55583,31183:31573,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123253,21810,1,54632:55583,31598:32822,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:123254,20861,1,54632:55583,32899:33771,None,0,0
ERR4290868,NODE_161_length_110565_cov_12.913927,110565,CORA,gene:plasmid:24561,719,1,54632:55583,56302:56583,None,0,0
ERR4290868,NODE_193_length_101844_cov_10.419006,101844,CORB,gene:proph:163976,7568,1,17853:18537,9948:10285,None,0,0
ERR4290868,NODE_246_length_79354_cov_5.294966,79354,MEFE,gene:plasmid:141426,73786,1,75224:76430,94:1438,None,0,0
ERR4290868,NODE_472_length_41358_cov_13.087038,41358,ZNTR,gene:plasmid:151260,25856,1,31137:31563,4771:5281,None,0,0
ERR4290868,NODE_608_length_29883_cov_12.050460,29883,RPOB,gene:plasmid:123887,76,1,4091:8120,8196:12284,None,,0
ERR4290868,NODE_935_length_15372_cov_109.890618,15372,AAC6-PRIME,gene:plasmid:15632,4487,1,9144:10589,3484:4657,None,0,0
ERR4290869,NODE_2574_length_5382_cov_36.107707,5382,MLS23S,gene:plasmid:131373,289,1,2198:5030,1840:1909,None,,0
ERR4290869,NODE_2574_length_5382_cov_36.107707,5382,MLS23S,gene:plasmid:131372,151,1,2198:5030,1976:2047,None,,0
ERR4290869,NODE_6044_length_3016_cov_23.513326,3016,RRS,gene:plasmid:139560,126,1,119:1642,1768:1844,None,,0
ERR4290869,NODE_9968_length_2115_cov_3.757545,2115,A16S,gene:plasmid:117290,127,1,0.913194444,1382:1451,None,,0
ERR4290869,NODE_10203_length_2079_cov_55.257172,2079,A16S,gene:plasmid:131373,124,1,96:1614,1738:1807,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:plasmid:134726,15222,2,207192:208920,224142:224218,None,,0
ERR4291114,NODE_17_length_232987_cov_78.920317,232987,EVGA,gene:plasmid:134726,178293,2,10478:11093,189386:189462,None,0,0
ERR4291114,NODE_411_length_30643_cov_7.014451;NODE_421_length_30079_cov_104.084468,30643,RPOB,gene:plasmid:123887,76,2,,,None,,
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:vir:7156,196909,1,207192:208920,10100:10283,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:proph:163979,174994,1,207192:208920,28310:32198,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:vir:7358,109991,1,207192:208920,96038:97201,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:proph:176897,105327,1,207192:208920,101562:101865,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:vir:7319,102830,1,207192:208920,102955:104362,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:vir:95313,102018,1,207192:208920,104977:105174,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:proph:164875,79151,1,207192:208920,127599:128041,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:vir:95348,78557,1,207192:208920,128171:128635,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:plasmid:15994,71626,1,207192:208920,134765:135566,None,,0
ERR4291114,NODE_3_length_419954_cov_5.743239,419954,PTSL,gene:vir:95312,106079,1,207192:208920,314999:315348,None,,0
ERR4291114,NODE_8_length_296212_cov_5.763646,296212,ACRR,gene:proph:175149,50164,1,25195:25846,76010:76750,None,,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:176783,39335,1,40644:42393,955:1309,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:181174,38112,1,40644:42393,2190:2532,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:163852,24905,1,40644:42393,14983:15739,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:176046,24103,1,40644:42393,16154:16541,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:181224,20759,1,40644:42393,19645:19885,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:181223,20383,1,40644:42393,20024:20261,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:181222,19251,1,40644:42393,20262:21393,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:172518,17062,1,40644:42393,22958:23582,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:172519,16591,1,40644:42393,23591:24053,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:172520,15431,1,40644:42393,24106:25213,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:172521,14754,1,40644:42393,25248:25890,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:172522,13380,1,40644:42393,25893:27264,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173756,11535,1,40644:42393,27351:29109,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:172524,11080,1,40644:42393,29110:29564,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:172517,205382,1,40644:42393,247775:249026,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:175006,206634,1,40644:42393,249027:249074,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173763,206682,1,40644:42393,249075:249708,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173764,207316,1,40644:42393,249709:250031,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173765,207639,1,40644:42393,250032:250342,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173766,207950,1,40644:42393,250343:250887,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:181225,208495,1,40644:42393,250888:251269,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:175000,210085,1,40644:42393,252478:253975,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:174999,211583,1,40644:42393,253976:254777,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:174998,212386,1,40644:42393,254779:255238,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:174997,213059,1,40644:42393,255452:256568,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:163838,214176,1,40644:42393,256569:257443,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173772,215051,1,40644:42393,257444:257536,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173773,215152,1,40644:42393,257545:257884,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:174994,215492,1,40644:42393,257885:258332,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:174993,215940,1,40644:42393,258333:258796,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173776,216404,1,40644:42393,258797:259047,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173777,216655,1,40644:42393,259048:260464,None,0,0
ERR4291114,NODE_11_length_270532_cov_67.883046,270532,MSBA,gene:proph:173778,218072,1,40644:42393,260465:260985,None,0,0
